avg_latency,std_latency,p95_latency,p99_latency,failure_rate,timeout_rate,avg_retries,request_velocity,latency_trend,jitter,payload_trend,throughput_bytes_per_sec,time_since_success,total_requests,label
1451.13,240.85,4711.41,6412.01,0.2284,0.1554,7.11,0.26,6.69,54.1,1.07,4588,537.0,4496,critical
120.0,13.66,184.03,258.81,0.0016,0.0012,0.68,2.58,1.07,12.67,0.42,110469,19.2,21847,degrading
76.8,14.12,140.89,198.84,0.0029,0.0016,0.57,2.63,1.5,8.08,0.78,144353,14.7,27159,degrading
312.98,78.85,757.53,1038.76,0.057,0.0374,4.44,0.52,4.66,16.98,1.25,11870,82.6,8419,congested
143.63,24.66,345.42,526.5,0.0592,0.0402,2.92,0.57,5.3,46.5,1.86,51978,77.5,6441,congested
55.23,4.96,86.95,99.17,0.0001,0.0,0.1,3.86,-0.33,4.1,-0.05,281501,2.5,34682,stable
60.0,12.82,94.28,126.4,0.0025,0.0014,1.05,2.84,2.15,14.96,0.49,71504,8.2,2281,degrading
120.0,10.02,196.38,258.64,0.0027,0.0012,1.12,2.6,1.16,11.72,0.57,85002,17.9,4348,degrading
31.68,2.88,48.36,55.41,0.0,0.0,0.1,3.54,0.0,4.59,0.22,111408,4.4,23163,stable
27.66,4.37,36.29,49.52,0.0,0.0,0.24,3.91,0.38,4.78,-0.04,285070,4.9,24686,stable
45.6,6.66,70.82,89.46,0.0001,0.0,0.06,4.3,-0.4,3.48,0.28,389081,1.1,48585,stable
38.58,5.2,52.57,63.91,0.0,0.0,0.1,4.14,0.23,1.85,0.09,361423,2.7,30808,stable
35.3,6.03,54.01,68.41,0.0001,0.0,0.2,4.53,0.26,2.36,0.13,208089,4.2,30366,stable
226.28,67.69,668.36,997.54,0.0521,0.0416,3.0,1.14,7.76,46.22,0.88,67785,56.1,2064,congested
38.35,2.18,51.27,62.82,0.0,0.0,0.24,3.58,-0.42,1.47,0.27,124467,0.5,46590,stable
30.81,4.08,44.0,55.2,0.0,0.0,0.08,3.88,-0.1,3.56,0.02,322266,4.5,15459,stable
120.0,16.46,190.7,324.49,0.0024,0.0008,0.78,2.71,2.7,5.72,0.61,133075,17.5,19831,degrading
116.76,15.83,229.95,314.45,0.0029,0.0024,0.52,3.05,1.22,13.12,0.41,116085,19.2,18404,degrading
60.0,6.73,93.18,115.71,0.0,0.0,0.17,3.58,0.28,1.56,-0.05,179063,2.9,14992,stable
110.94,18.81,169.32,233.23,0.0024,0.0013,0.65,3.45,2.76,14.14,0.75,67827,18.4,6762,degrading
120.0,9.82,239.61,266.34,0.0013,0.0011,1.1,3.18,1.16,5.45,0.5,121307,9.0,5477,degrading
89.37,19.25,154.56,226.96,0.0025,0.0011,0.53,3.01,1.29,7.89,0.78,108395,8.9,8638,degrading
37.9,3.49,51.8,68.97,0.0,0.0,0.21,4.74,-0.15,1.34,0.02,154947,2.3,8640,stable
230.46,68.85,589.55,809.72,0.0578,0.036,3.68,1.72,9.85,36.78,1.54,72466,111.3,2199,congested
71.1,8.43,121.37,165.79,0.0021,0.0017,0.54,2.92,1.1,8.09,0.78,94565,17.7,23948,degrading
46.55,5.01,71.45,80.37,0.0001,0.0,0.14,4.82,0.24,2.26,0.06,367074,4.5,9756,stable
20.0,7.84,31.94,37.2,0.0,0.0,0.17,4.52,-0.41,3.51,0.01,302801,3.9,35576,stable
39.01,2.22,61.9,65.13,0.0,0.0,0.13,3.75,-0.19,1.85,-0.05,251032,2.7,4564,stable
104.84,10.91,200.8,210.73,0.0021,0.0006,0.56,2.72,1.38,11.02,0.59,79734,19.2,8227,degrading
120.0,17.28,233.03,322.62,0.0011,0.0009,1.2,2.78,1.88,10.54,0.47,74154,13.5,3184,degrading
56.17,6.76,82.22,102.92,0.0,0.0,0.25,4.12,-0.15,4.93,0.27,488795,0.7,44671,stable
33.28,4.3,49.48,59.1,0.0,0.0,0.23,4.57,0.11,4.41,0.01,454021,2.0,20643,stable
897.61,61.48,2588.12,4056.94,0.2333,0.171,3.33,0.73,14.01,103.06,2.67,4585,348.7,2872,critical
374.39,20.27,986.62,1556.93,0.0717,0.032,1.27,0.77,3.28,30.29,0.93,10511,28.0,6023,congested
1114.53,199.14,2936.7,4664.37,0.2018,0.1614,9.37,1.03,9.79,72.6,2.42,10204,520.1,2551,critical
93.92,11.82,152.08,246.93,0.002,0.0009,0.48,2.57,0.81,7.4,0.41,129130,8.3,20265,degrading
925.76,134.12,3282.38,4167.86,0.2147,0.1536,9.85,1.04,5.97,138.82,1.43,10365,242.8,359,critical
35.84,2.65,52.06,64.0,0.0,0.0,0.28,3.97,-0.06,1.46,0.23,111052,4.2,7873,stable
44.03,7.53,62.87,87.81,0.0001,0.0,0.16,3.71,-0.5,4.24,-0.06,353539,4.6,11223,stable
29.5,6.05,40.19,53.21,0.0,0.0,0.27,4.18,0.13,3.44,0.07,345958,1.3,19523,stable
51.52,5.44,78.78,83.87,0.0,0.0,0.08,3.53,-0.43,4.83,0.04,447230,4.8,47220,stable
32.42,5.79,46.51,62.6,0.0,0.0,0.07,4.07,0.03,4.9,0.11,279097,2.9,48569,stable
1854.99,117.85,6391.75,8612.18,0.2389,0.1663,7.78,0.89,7.18,119.55,0.99,7279,330.2,4856,critical
60.0,18.09,117.22,133.75,0.0067,0.001,1.01,3.36,0.9,10.87,0.75,54205,16.9,7763,degrading
42.65,7.1,68.14,74.19,0.0,0.0,0.12,4.42,0.14,4.0,0.11,304134,3.2,35449,stable
48.23,2.68,73.22,96.28,0.0001,0.0,0.15,3.89,-0.11,4.4,0.27,146493,3.9,29333,stable
37.74,3.08,59.41,65.28,0.0,0.0,0.21,4.73,0.4,1.43,0.26,178901,3.7,36713,stable
34.96,5.35,48.5,67.52,0.0,0.0,0.01,4.28,-0.16,1.01,0.02,211451,2.0,7460,stable
60.0,14.72,108.68,134.95,0.003,0.0022,0.35,2.82,0.67,14.25,0.26,131734,18.6,14296,degrading
32.85,3.6,51.57,64.74,0.0001,0.0,0.22,4.05,-0.48,1.4,0.1,375985,1.7,35078,stable
376.2,50.18,839.18,1610.24,0.0544,0.0345,1.32,2.35,8.88,49.54,0.86,58959,31.8,6527,congested
73.44,13.37,127.17,205.52,0.0023,0.0019,0.47,2.97,0.6,12.82,0.67,120195,18.4,16709,degrading
60.0,6.96,85.65,102.61,0.0001,0.0001,0.12,3.84,0.08,2.49,0.08,314867,1.0,8631,stable
157.27,46.24,341.88,499.83,0.0587,0.0353,2.5,0.87,4.38,49.47,0.72,73379,28.1,13129,congested
378.97,41.38,1120.69,1423.64,0.0509,0.0392,1.86,0.99,7.81,24.3,1.24,44297,43.4,8540,congested
270.58,40.15,609.17,876.28,0.0603,0.0348,4.65,1.97,3.86,27.09,0.76,51260,92.3,14632,congested
373.88,61.01,1076.57,1487.22,0.0665,0.0408,4.75,2.41,3.88,36.85,0.67,74580,115.5,7543,congested
90.1,12.19,164.39,227.88,0.003,0.0024,0.93,3.3,1.49,10.43,0.36,81024,12.5,4958,degrading
53.85,4.91,72.14,88.4,0.0,0.0,0.04,4.43,0.46,4.37,-0.08,227964,0.7,47512,stable
60.0,5.78,92.47,106.85,0.0,0.0,0.1,3.84,-0.14,1.92,0.13,419268,3.9,18860,stable
48.21,2.65,68.55,94.16,0.0,0.0,0.17,4.48,0.15,2.02,-0.0,248112,1.2,34457,stable
995.78,85.09,2892.2,5149.37,0.2465,0.1968,7.98,0.42,18.52,93.34,1.96,11971,88.2,1357,critical
40.28,5.13,58.64,69.7,0.0001,0.0,0.02,3.63,-0.33,1.08,0.01,222560,5.0,49592,stable
43.72,2.31,64.62,79.82,0.0001,0.0,0.23,4.09,-0.17,4.31,0.24,193106,1.6,41430,stable
60.0,5.39,90.54,118.14,0.0,0.0,0.14,3.67,0.48,4.36,-0.05,468336,4.3,26423,stable
74.73,10.72,130.3,197.77,0.003,0.002,1.04,3.18,1.68,9.04,0.68,72572,11.4,17222,degrading
60.0,10.35,108.23,146.39,0.0028,0.0013,0.71,2.74,0.94,8.39,0.75,125388,18.4,25356,degrading
210.9,20.28,576.0,655.71,0.0697,0.0348,4.56,1.44,6.95,19.13,1.42,58707,49.5,13452,congested
45.2,5.32,63.68,78.93,0.0,0.0,0.27,4.32,-0.09,1.29,0.19,381140,3.1,26002,stable
32.89,4.15,46.81,56.77,0.0,0.0,0.17,4.29,0.08,3.34,0.21,367232,4.8,47450,stable
46.78,6.01,63.04,79.35,0.0,0.0,0.14,4.36,-0.17,3.3,-0.03,108935,2.9,26353,stable
120.0,17.71,235.68,277.39,0.0049,0.002,1.16,2.82,0.59,6.38,0.33,113996,7.7,11754,degrading
56.08,3.2,80.65,95.68,0.0,0.0,0.19,3.57,0.11,2.5,0.2,423242,2.8,1083,stable
54.35,2.65,78.94,102.82,0.0001,0.0,0.02,4.95,-0.35,2.18,0.21,263870,0.9,23894,stable
77.13,13.47,135.92,170.35,0.005,0.0011,1.06,3.06,1.64,12.62,0.27,50620,9.7,7842,degrading
116.42,17.92,192.22,245.48,0.0063,0.0029,0.83,3.25,2.65,8.18,0.75,139855,13.2,20694,degrading
95.21,16.15,149.74,229.67,0.0022,0.0017,0.87,2.61,1.66,11.36,0.5,119706,17.0,26231,degrading
49.25,6.04,75.8,83.74,0.0,0.0,0.09,3.96,-0.15,3.49,0.03,393079,2.0,4349,stable
31.08,5.91,41.74,61.34,0.0,0.0,0.26,4.97,0.01,4.32,0.07,268925,1.3,41093,stable
243.19,35.03,527.21,1084.99,0.053,0.041,2.71,1.4,3.25,35.74,1.93,64972,106.1,3514,congested
87.55,16.95,136.84,212.3,0.0024,0.0019,1.16,2.78,0.53,8.54,0.55,81646,5.7,15462,degrading
21.79,7.77,31.04,40.1,0.0,0.0,0.2,3.98,-0.02,3.47,0.06,179349,4.8,26061,stable
110.96,12.09,221.83,277.48,0.0051,0.0029,0.93,3.05,0.54,8.63,0.46,84275,13.2,15638,degrading
34.76,3.35,49.19,68.68,0.0,0.0,0.11,4.49,-0.03,4.78,0.07,179652,2.7,23093,stable
322.34,73.79,752.97,1429.81,0.0567,0.033,4.93,2.17,5.54,16.46,0.83,34606,116.0,13341,congested
60.0,6.8,85.65,96.54,0.0001,0.0,0.05,3.91,-0.48,4.66,-0.05,330606,1.4,28154,stable
64.48,16.05,125.5,178.26,0.0029,0.0015,1.01,3.26,1.04,12.51,0.29,121250,5.1,27605,degrading
36.58,5.73,58.03,63.57,0.0,0.0,0.23,3.68,0.14,3.11,0.19,274150,3.5,8820,stable
34.14,6.24,54.21,65.83,0.0,0.0,0.04,4.05,0.45,4.81,0.12,354104,1.1,37355,stable
34.2,6.22,48.42,59.18,0.0,0.0,0.03,4.56,-0.37,2.77,0.15,321797,4.9,39501,stable
111.88,13.28,218.44,289.3,0.0032,0.0012,0.71,3.28,1.76,9.81,0.63,116858,19.9,10882,degrading
21.78,4.93,32.82,37.87,0.0,0.0,0.05,4.07,-0.23,3.52,0.24,353320,2.7,33785,stable
43.43,3.61,62.22,71.15,0.0,0.0,0.14,4.98,0.05,1.12,0.1,387224,0.1,21258,stable
29.84,7.5,46.98,53.37,0.0,0.0,0.26,3.83,-0.17,3.35,-0.0,438994,1.8,29499,stable
929.06,222.31,2679.56,4215.14,0.2664,0.1796,7.81,0.14,12.97,106.87,1.65,4645,245.0,2161,critical
34.75,7.93,51.36,61.15,0.0,0.0,0.18,4.76,-0.22,3.3,-0.05,376084,3.7,3099,stable
57.19,3.58,83.27,108.35,0.0001,0.0,0.19,3.89,0.46,4.3,-0.06,399404,1.8,37764,stable
29.04,2.28,45.71,47.6,0.0,0.0,0.23,4.77,0.12,3.01,0.05,189505,2.8,44585,stable
32.24,4.57,43.38,57.12,0.0,0.0,0.18,4.63,0.41,2.75,0.04,272011,1.6,33042,stable
31.52,7.87,48.15,51.16,0.0001,0.0,0.1,3.6,-0.33,4.43,0.13,411512,4.0,41338,stable
94.18,12.58,144.38,210.44,0.0066,0.0012,1.14,2.99,1.69,13.29,0.4,52221,10.0,21632,degrading
214.02,42.65,443.91,835.21,0.0523,0.0366,3.69,1.65,8.89,32.49,1.33,41766,34.1,13307,congested
39.75,2.83,57.63,77.76,0.0,0.0,0.05,4.3,0.21,2.59,-0.08,191103,4.5,26632,stable
500.0,61.02,1045.89,2017.99,0.0516,0.0413,3.76,1.44,4.64,32.65,0.73,14213,43.4,5569,congested
79.42,8.6,140.16,189.25,0.0029,0.001,0.96,3.11,1.17,11.3,0.39,74338,16.1,24368,degrading
120.0,10.97,235.69,241.67,0.0048,0.0012,0.46,2.96,0.54,10.92,0.67,70375,9.6,4389,degrading
322.2,40.89,769.26,1239.98,0.0644,0.0452,3.31,1.35,4.41,31.59,0.75,71721,112.4,3473,congested
71.58,17.44,131.41,167.03,0.0049,0.0012,0.86,2.99,0.59,11.82,0.8,130843,14.5,14339,degrading
60.0,2.17,78.27,99.11,0.0,0.0,0.12,3.73,-0.12,3.51,0.12,192470,1.7,31087,stable
120.0,10.49,220.71,255.5,0.0026,0.0017,0.78,2.81,0.62,12.08,0.78,103238,9.9,28179,degrading
36.52,6.95,53.95,71.17,0.0001,0.0,0.01,4.6,0.28,3.8,0.19,116561,2.2,41090,stable
30.68,5.69,49.0,50.81,0.0,0.0,0.24,4.8,0.41,3.05,0.1,419318,3.2,35396,stable
434.9,31.14,1194.3,1342.64,0.0662,0.036,1.91,0.84,4.54,23.08,1.89,21225,61.3,6109,congested
38.34,7.34,58.72,67.66,0.0001,0.0,0.14,3.56,-0.04,2.68,0.21,241976,4.9,9857,stable
78.78,10.14,140.88,210.16,0.0026,0.0008,1.08,2.98,0.95,11.35,0.29,146314,15.5,22811,degrading
35.67,4.28,54.93,62.63,0.0,0.0,0.01,4.67,-0.1,3.1,0.17,260411,0.3,13384,stable
91.41,16.99,162.55,218.25,0.0011,0.0009,0.38,3.38,2.37,7.51,0.68,97200,18.3,7804,degrading
72.86,18.28,116.88,203.57,0.0011,0.0009,0.88,3.2,1.49,12.37,0.79,111194,14.7,11528,degrading
98.97,19.36,183.05,264.46,0.0037,0.0012,0.87,3.17,2.73,8.74,0.53,67492,12.0,4926,degrading
67.22,18.26,129.91,145.32,0.0056,0.0008,0.92,3.15,2.96,12.19,0.4,145261,10.5,24726,degrading
79.84,13.77,123.44,182.48,0.0021,0.0014,0.86,3.42,1.55,11.65,0.46,146213,12.6,26626,degrading
230.22,40.76,492.02,1035.52,0.0803,0.0338,1.31,1.7,3.7,42.65,1.93,74159,62.8,10717,congested
1070.36,70.05,2914.95,6258.8,0.2376,0.1803,4.56,0.39,16.33,129.5,2.11,29805,534.1,4004,critical
29.75,4.75,40.92,52.0,0.0,0.0,0.24,4.29,0.07,4.41,0.22,152884,3.6,22336,stable
1031.51,251.88,3928.39,5862.39,0.2118,0.1647,4.05,0.81,19.5,54.8,2.65,9597,281.6,4582,critical
33.14,5.57,52.76,57.36,0.0,0.0,0.23,4.41,-0.4,4.41,0.14,484342,3.4,9583,stable
60.0,11.5,117.59,155.56,0.0054,0.0021,0.32,3.04,2.25,10.83,0.63,63726,5.0,3244,degrading
98.98,8.55,155.3,242.28,0.0026,0.0006,0.99,3.06,2.57,5.54,0.74,131939,17.3,4639,degrading
47.49,6.9,73.72,83.97,0.0,0.0,0.04,3.75,0.39,4.96,0.04,216857,1.1,41367,stable
111.73,10.13,217.15,255.1,0.0016,0.0007,0.58,3.36,0.53,12.16,0.45,121769,12.6,2973,degrading
58.58,7.58,85.29,108.84,0.0,0.0,0.01,4.43,-0.08,4.94,0.21,423345,0.1,39111,stable
328.01,27.83,755.73,1183.67,0.0579,0.0318,1.87,1.04,4.89,38.35,0.73,40481,20.5,3991,congested
30.39,2.38,43.69,57.53,0.0,0.0,0.16,3.8,0.12,3.97,0.2,308579,0.3,19184,stable
49.94,4.43,78.88,81.68,0.0001,0.0,0.27,3.75,-0.38,1.34,0.26,177449,2.1,22993,stable
53.83,4.4,77.78,93.79,0.0001,0.0,0.26,3.93,0.12,4.92,0.14,389883,2.2,3957,stable
96.29,8.9,184.98,196.8,0.0045,0.0012,0.78,2.57,1.67,12.31,0.47,100828,17.6,19574,degrading
71.58,12.41,119.24,160.56,0.0034,0.0008,1.09,2.87,2.24,14.01,0.3,110970,18.6,6205,degrading
35.79,3.55,54.35,67.52,0.0,0.0,0.23,4.59,0.5,4.65,0.17,384945,4.7,48391,stable
306.87,50.18,809.31,969.67,0.0561,0.0371,1.76,0.69,4.81,25.73,0.68,58398,112.3,2698,congested
54.25,4.51,77.7,100.57,0.0,0.0,0.03,3.72,-0.47,2.88,0.28,146270,4.7,36934,stable
60.0,15.16,114.79,163.78,0.0013,0.001,0.7,3.18,0.78,9.66,0.29,134795,19.1,4675,degrading
751.12,73.14,2314.12,3048.52,0.231,0.1808,3.47,0.32,14.59,65.55,2.65,18871,87.0,450,critical
40.22,4.59,54.66,64.5,0.0,0.0,0.21,4.06,0.22,2.62,0.29,377766,0.2,17194,stable
212.38,64.2,595.29,704.08,0.0567,0.036,2.72,0.64,7.3,42.98,1.78,47544,96.6,2333,congested
120.0,13.83,189.11,325.11,0.0032,0.0026,0.91,3.26,2.6,9.73,0.54,139548,15.4,4512,degrading
46.62,4.39,73.94,87.7,0.0,0.0,0.0,3.91,-0.5,2.66,0.19,419508,4.7,30816,stable
32.23,2.88,50.33,57.61,0.0,0.0,0.23,4.51,0.03,4.17,0.29,486727,3.9,24879,stable
115.99,18.45,203.02,236.42,0.0016,0.0013,0.99,2.83,1.46,10.77,0.53,136204,12.1,26858,degrading
58.96,4.22,83.13,113.86,0.0,0.0,0.2,3.93,0.11,3.02,-0.01,206626,0.9,3774,stable
26.57,5.02,38.17,46.87,0.0,0.0,0.19,4.53,-0.24,3.4,0.17,286645,1.7,31338,stable
314.48,76.22,868.51,1024.19,0.0589,0.0356,3.31,2.08,3.66,22.05,1.55,10400,20.5,5767,congested
20.93,3.17,29.52,33.62,0.0,0.0,0.18,4.97,0.5,4.1,0.06,297772,1.8,49293,stable
44.99,4.32,67.95,82.49,0.0,0.0,0.13,4.59,0.31,3.02,0.06,466180,1.2,13591,stable
382.02,58.38,988.97,1593.5,0.0529,0.0357,1.52,2.17,6.01,38.62,0.96,23890,41.2,3014,congested
53.42,7.76,78.76,104.98,0.0,0.0,0.17,4.86,-0.43,3.42,0.21,146160,0.6,18940,stable
120.0,16.58,183.95,299.47,0.0017,0.0014,0.45,3.44,1.32,7.68,0.31,62052,19.7,20404,degrading
396.85,75.35,1011.92,1362.77,0.0567,0.0345,4.65,0.68,6.03,22.0,0.77,61106,102.6,13825,congested
357.11,57.8,1026.79,1374.06,0.0675,0.0316,2.61,0.9,6.0,25.64,1.37,65053,89.4,7757,congested
60.0,5.88,83.09,108.79,0.0,0.0,0.08,3.64,0.37,1.26,0.24,429144,0.5,2234,stable
45.62,7.68,64.21,75.55,0.0,0.0,0.01,4.63,-0.35,4.48,0.16,191767,0.8,31753,stable
56.98,7.92,76.65,104.71,0.0,0.0,0.28,4.77,-0.25,2.8,-0.05,481620,3.0,12203,stable
193.7,64.75,462.49,762.97,0.0646,0.0467,4.89,1.44,6.38,36.57,1.96,49100,27.4,8521,congested
120.0,10.87,181.99,320.88,0.0013,0.001,0.72,2.87,2.58,6.73,0.64,138794,9.3,6334,degrading
120.0,10.78,190.61,266.57,0.0043,0.0011,0.79,2.52,0.66,13.56,0.51,143553,5.0,504,degrading
120.0,15.19,238.7,287.4,0.0036,0.001,0.34,3.08,1.31,8.8,0.55,108128,13.8,15001,degrading
36.27,4.98,57.91,59.54,0.0,0.0,0.0,3.7,-0.24,3.88,0.09,403161,2.4,28224,stable
598.78,148.91,1688.39,3262.82,0.2356,0.1639,6.83,0.62,19.16,90.5,1.3,5522,551.2,4989,critical
41.26,3.69,61.07,68.35,0.0,0.0,0.06,3.67,0.05,4.45,0.17,427490,1.3,44412,stable
500.0,29.69,1376.17,2215.06,0.0551,0.0396,2.15,2.25,5.06,29.38,0.78,71965,29.3,14912,congested
103.74,12.54,163.17,276.75,0.0043,0.0015,0.88,2.68,1.3,12.47,0.78,149205,17.1,25492,degrading
379.35,28.35,850.75,1654.37,0.0724,0.0384,1.73,2.0,7.85,44.02,1.63,39350,35.7,10746,congested
26.51,3.71,36.33,49.25,0.0,0.0,0.22,4.44,-0.32,3.39,0.18,255558,1.2,34270,stable
31.59,4.64,47.79,51.29,0.0,0.0,0.04,3.86,0.14,1.21,0.01,183324,1.0,34455,stable
120.0,18.44,224.25,258.56,0.0033,0.0026,0.77,2.93,2.0,12.59,0.56,146980,16.1,29557,degrading
70.8,8.86,129.42,148.0,0.0031,0.0014,1.1,3.08,1.57,5.04,0.38,136792,11.4,12933,degrading
60.0,17.32,101.61,153.17,0.0038,0.0008,0.6,2.71,2.4,5.86,0.73,67502,19.7,29659,degrading
60.0,5.03,91.46,99.34,0.0001,0.0,0.17,3.65,0.31,2.48,0.16,390155,1.0,44349,stable
112.26,13.69,172.95,237.18,0.0025,0.0007,0.47,2.64,1.3,13.61,0.22,133326,14.3,1690,degrading
266.3,47.75,637.36,983.62,0.0814,0.0339,2.45,2.21,6.4,33.09,1.19,28825,88.3,802,congested
998.77,192.16,3723.29,5664.18,0.2033,0.1627,8.93,0.55,12.33,94.65,1.88,7319,554.7,3399,critical
47.86,3.67,63.56,81.93,0.0,0.0,0.03,3.71,-0.34,4.72,0.17,362171,2.8,15347,stable
36.26,6.52,47.28,71.28,0.0,0.0,0.03,3.57,-0.47,1.59,0.17,297608,3.8,10394,stable
37.22,7.0,55.88,62.17,0.0001,0.0,0.04,4.32,0.21,4.44,0.27,413855,3.3,22247,stable
285.31,56.14,659.63,891.56,0.0594,0.0305,4.1,0.66,4.16,16.57,0.68,43636,42.0,9754,congested
38.39,2.04,57.87,71.57,0.0,0.0,0.24,4.8,-0.04,2.9,0.05,486682,3.5,5077,stable
115.83,14.0,213.83,248.53,0.0034,0.0006,0.33,3.35,2.07,6.87,0.35,105354,13.4,24253,degrading
282.53,45.26,568.11,1205.04,0.079,0.0333,1.31,0.89,6.19,29.81,1.69,23645,97.6,1535,congested
58.18,2.94,88.78,107.04,0.0,0.0,0.2,4.78,0.19,2.54,0.21,459359,2.4,1220,stable
83.31,12.02,133.44,208.83,0.0051,0.0017,0.77,3.24,2.7,9.63,0.37,81884,15.5,17242,degrading
280.76,69.36,773.25,910.37,0.0641,0.0345,3.94,1.38,4.68,48.02,1.34,34725,92.0,7496,congested
1975.03,222.91,7322.23,11724.02,0.2323,0.1858,4.68,0.19,15.09,147.22,1.47,27928,61.7,3317,critical
52.42,6.85,78.41,101.51,0.0,0.0,0.29,4.93,-0.27,2.22,-0.09,259526,4.2,45871,stable
60.0,5.33,86.74,118.68,0.0001,0.0,0.07,4.87,-0.28,4.46,0.11,306168,1.9,6071,stable
447.73,98.41,1597.36,2371.33,0.2261,0.1762,7.68,0.63,9.63,132.84,1.1,2241,507.5,180,critical
244.09,77.42,633.37,890.73,0.0627,0.0338,4.54,2.48,7.8,25.13,1.35,46048,71.2,1271,congested
245.04,24.69,623.34,869.29,0.0621,0.0426,2.5,0.6,9.67,26.45,1.89,66971,53.5,10442,congested
91.45,9.67,155.71,255.92,0.0015,0.0009,0.74,2.64,1.26,7.97,0.62,78227,18.5,29499,degrading
225.74,73.86,626.83,877.26,0.0522,0.0336,2.9,0.58,5.42,36.26,1.92,39721,44.0,5829,congested
34.38,4.1,53.56,56.75,0.0,0.0,0.15,4.37,0.19,1.43,0.23,274202,0.4,39522,stable
137.57,61.46,307.87,448.46,0.0535,0.0416,2.98,0.87,6.65,47.0,0.91,46423,50.9,14712,congested
22.27,6.61,32.33,43.25,0.0001,0.0,0.02,4.44,-0.36,3.02,-0.04,151231,0.1,31881,stable
791.66,212.57,2495.09,4248.4,0.2162,0.1581,3.81,0.58,10.05,87.09,1.49,25501,296.0,533,critical
120.0,12.49,213.16,255.62,0.0024,0.0019,0.86,3.06,0.72,6.32,0.23,145260,14.7,25739,degrading
39.26,3.53,54.63,68.47,0.0,0.0,0.13,4.46,0.45,4.36,0.07,357886,0.9,28465,stable
41.67,3.19,58.36,79.94,0.0,0.0,0.04,3.73,0.47,3.69,-0.08,154711,2.4,11183,stable
54.72,7.94,81.16,100.97,0.0,0.0,0.29,4.55,0.03,4.88,0.26,304800,4.5,20810,stable
59.07,5.46,79.44,94.8,0.0,0.0,0.08,3.61,-0.21,4.44,0.18,450107,0.5,23325,stable
60.0,3.5,94.73,115.27,0.0,0.0,0.05,4.49,-0.04,2.09,0.18,367285,4.3,44064,stable
67.21,19.15,107.8,177.59,0.0011,0.0009,0.64,2.76,2.11,14.19,0.3,68926,14.0,13880,degrading
88.21,16.35,143.82,176.53,0.0024,0.0018,0.84,3.4,0.72,7.15,0.72,132213,7.9,3678,degrading
1464.66,125.62,4151.77,8500.77,0.2215,0.1772,8.28,0.96,6.13,111.05,1.47,11405,456.1,4787,critical
58.6,6.63,84.68,114.79,0.0,0.0,0.16,4.36,0.15,1.07,0.28,117835,0.7,1686,stable
342.68,64.86,888.2,1383.15,0.0597,0.0353,2.75,0.99,7.51,34.2,1.87,40046,84.8,10642,congested
42.48,5.98,63.49,74.15,0.0001,0.0,0.21,4.73,-0.34,4.78,0.06,444180,1.1,2422,stable
75.41,16.67,133.89,152.23,0.0053,0.0016,1.12,3.28,1.55,10.84,0.53,108223,17.9,6403,degrading
27.76,4.69,38.76,52.69,0.0,0.0,0.27,4.16,0.4,4.0,0.1,341288,1.6,49196,stable
28.54,3.59,43.09,56.61,0.0,0.0,0.14,4.01,0.24,1.95,0.19,215258,3.0,32283,stable
793.6,89.34,3077.04,4076.77,0.2119,0.1565,4.74,0.56,18.19,64.09,2.66,3959,153.7,798,critical
76.35,13.79,123.53,179.2,0.0028,0.0013,0.4,3.41,2.28,14.58,0.46,137903,17.2,26310,degrading
35.78,7.56,48.25,71.07,0.0,0.0,0.27,3.99,-0.13,4.04,0.04,480824,3.7,30274,stable
60.0,5.86,93.79,103.9,0.0,0.0,0.0,4.25,0.24,4.13,-0.04,267588,2.1,6078,stable
43.03,5.96,63.05,74.19,0.0,0.0,0.07,4.58,0.11,3.94,0.01,377923,2.0,41870,stable
206.02,75.59,575.66,690.29,0.0566,0.034,1.41,0.75,9.8,28.76,1.66,25432,73.3,2375,congested
95.42,8.61,176.99,229.28,0.0024,0.0013,0.58,3.5,2.42,11.88,0.21,94853,12.5,11603,degrading
1085.52,209.31,4228.61,4634.54,0.216,0.1525,3.81,0.83,8.16,53.84,0.9,11680,542.0,3524,critical
37.25,5.21,48.65,61.97,0.0001,0.0,0.23,3.63,0.39,2.89,0.2,156015,3.4,12579,stable
1188.41,249.09,3720.72,5512.59,0.2221,0.1667,3.67,0.46,7.37,47.37,1.95,6891,63.3,3483,critical
60.0,14.56,110.35,145.26,0.002,0.0014,1.03,2.9,1.16,10.45,0.54,125918,17.0,21333,degrading
266.5,40.76,608.48,984.7,0.0544,0.0353,4.93,1.0,3.07,30.25,0.52,33535,55.4,135,congested
80.93,9.72,132.36,225.61,0.0015,0.001,1.04,3.48,1.95,14.61,0.38,92150,10.9,1897,degrading
29.77,2.22,39.17,57.56,0.0,0.0,0.17,4.36,-0.17,2.26,-0.06,246719,0.5,38563,stable
67.78,9.51,129.63,176.27,0.0022,0.0011,1.19,2.59,0.78,14.88,0.44,124371,16.8,9779,degrading
44.36,7.71,61.1,79.71,0.0,0.0,0.29,3.96,0.15,1.55,0.23,317003,4.9,21746,stable
35.41,6.87,47.5,63.55,0.0,0.0,0.26,4.19,0.12,2.51,-0.07,260427,3.0,15070,stable
33.89,5.91,47.37,62.1,0.0001,0.0,0.19,3.97,0.28,2.99,-0.02,398964,0.7,9729,stable
